,索引,姓名,科室名称,科室标准名称,省（市）,市（区）,医院名称,职位,链接,标准科室名称
504,29627,王艳琴,产科门诊,产科,北京,石景山区,清华大学玉泉医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=482732bf-8a2c-486d-b371-1f17309df7c3000&hospDeptId=1e7511ef-f292-4b16-8769-34327908a5b9000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,产科
505,29656,孙玉娟,皮肤科,皮肤科,北京,西城区,北京儿童医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=8db0da3c-ea1e-4342-ab69-579c5901875d000&hospDeptId=9b03e8a3-a6df-41fa-aecf-a820eb3cacfd000&hospId==9ff45a91-1e70-4fa5-b0af-2cd51d559a9100,皮肤科
506,29690,王晓瑾,内科,内科,北京,西城区,微医全科（北京西单）中心,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=27def394-e141-4057-b9b0-00d3d9cb2d57000&hospDeptId=0c5d357b-bac3-435c-8f8b-a3c43967e42c000&hospId==6da91a0d-c27a-4815-9ef8-d527695d959000,内科
507,29850,王勇,儿童口腔科,儿童口腔科,北京,东城区,北京口腔医院天坛院区,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=5a46e986-e544-4d5a-8939-beff6329fb6f000&hospDeptId=88cad642-79f9-44fd-9fa7-d5e34c68f522000&hospId==8ea0a6b9-63f7-40b8-92bf-3fba89c6804800,儿童口腔科
508,29932,张东海,外科,外科,北京,西城区,北京核工业医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=7c8dba6a-45e9-4c1e-a05b-d5049467b26d000&hospDeptId=053cccc2-c5af-4832-9d84-b6c96888ceca000&hospId==6243b45f-1f0b-4a8a-bd00-7756122d8e2d00,外科
509,29938,申鹰,心内科及高血压门诊,心内科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=cabf85f4-5dff-4386-a425-b0b79da95a56000&hospDeptId=fe598ac7-2a3c-4f53-b8d2-ef93029eee00000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,心内科
510,30010,王继东,脾胃病专家,脾胃病科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=e90e31ea-5f8d-49d5-8aea-bf9d3d011e32000&hospDeptId=692689fb-0082-4721-90d5-01c7dbe1ae09000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,脾胃病科
511,30022,杜万君,精神科,精神科,北京,西城区,北京安定医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=a38e8d10-aa9a-49c0-a66b-766eb713b441000&hospDeptId=884a07d6-b462-4f24-92c2-34003a0f517b000&hospId==f9612a1e-ad7c-4b5b-bc0b-db3caad78ca600,精神科
512,30052,庞然,泌尿门诊,泌尿科,北京,西城区,中国中医科学院广安门医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=b5c08ec3-79ad-4578-a3a7-bca3a7c333fb000&hospDeptId=72798f00-bd40-4cf9-ad43-b52a88a7c9b4000&hospId==0d9e9586-281f-423a-958f-ad1ca4cda22e00,泌尿科
513,30088,顾自悦,心血管科专家,心血管科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=175ee2ee-7fb7-49d3-89b3-1f4fa076d6e0000&hospDeptId=b5a1ee7e-47a6-41b8-8db3-e1395f3c3004000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,心血管科
514,30133,刘炎,按摩门诊,按摩科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=1d76a957-75ec-46ea-80f2-6cd62e48e97a000&hospDeptId=d2545fc8-f307-4e88-a744-be10329cea2f000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,按摩科
515,30177,赵绯,耳鼻喉头颈外科,耳鼻喉头颈外科,北京,西城区,北京儿童医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=5bc07433-e83e-413f-a750-13640a3ef628000&hospDeptId=676172de-8809-4ee5-9e76-f1794fef5190000&hospId==9ff45a91-1e70-4fa5-b0af-2cd51d559a9100,耳鼻喉头颈外科
516,30202,伍春荣,眼科,眼科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=9c992963-f4eb-422a-b4f8-ebf462cf1657000&hospDeptId=3355eb13-c66a-4836-9558-e024c9f6ef5f000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,眼科
517,30275,潘鑫,神经外科门诊,神经外科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=ffb9653c-8ac4-43f5-b4a3-41fe1a10c316000&hospDeptId=db6b0785-7147-4cf2-940d-2a672baf8cba000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,神经外科
518,30343,韩蕊珠,中医科,中医科,北京,东城区,北京同仁堂王府井中医医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=6c6d43b1-83c7-452d-8e8c-2f4aea159135000&hospDeptId=6047c3c0-110c-43ae-a502-1fe56b259704000&hospId==404b4b69-0f38-4b9b-8a6d-9edfb42a5d2100,中医科
519,30390,穆兰,老年病门诊（一科）,老年病科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=28e3a194-40b9-4a10-8dd0-0cbe4cc378bd000&hospDeptId=bbe0ad1a-2ae4-4e26-9402-f8644f06185b000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,老年病科
520,30480,江锋,消化科门诊,消化科,北京,东城区,北京中医药大学东直门医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=fd0f0093-450e-4206-aeff-0d55b3b9ba55000&hospDeptId=384c96ab-70d8-455b-a766-046603757a6b000&hospId==3a83f435-10fd-4c30-9a57-558e30cb2eca00,消化科
521,30662,翁浩,康复医学科门诊,康复医学科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=1b8dd767-72e6-48b0-a660-83174a0aebc6000&hospDeptId=4af6af6a-d0fb-4d72-949b-0f50f30e8263000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,康复医学科
522,30666,吕飒,肝病内科,肝病内科,北京,丰台区,解放军总医院第五医学中心（原302医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=d372eaa4-f4e2-4c96-b532-35114431240f000&hospDeptId=d9f8296e-37ad-4720-8416-1cc97dd7826c000&hospId==dcddeb8c-b035-495f-a171-559697e7c1bd00,肝病内科
523,30705,高福强,骨科门诊,骨科,北京,朝阳区,中日友好医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=61785cf0-58d9-4b06-8f7a-48185d7ee65d000&hospDeptId=9864ee89-c720-11e1-913c-5cf9dd2e7135000&hospId==986be850-c720-11e1-913c-5cf9dd2e713500,骨科
524,30730,刘素君,疝和腹壁外科,疝和腹壁外科,北京,石景山区,北京朝阳医院西区,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=4901f0f4-c41f-4666-bd84-253fd1100c72000&hospDeptId=4ae68797-06ca-404b-b1fa-b067fddb41eb000&hospId==34e7fe10-9c89-4ac9-9679-33560fa6d17f00,疝和腹壁外科
525,30812,郭海玲,心血管科专家,心血管科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=54c62920-fa1d-40c3-88e4-4a805e2f018f000&hospDeptId=b5a1ee7e-47a6-41b8-8db3-e1395f3c3004000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,心血管科
526,30856,孟淑敏,眼底,眼底科,北京,东城区,首都医科大学附属北京同仁医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=d7508cdc-e74a-41a9-b644-cdeb10554537000&hospDeptId=5e81039a-2869-4d91-8b26-ff28663e0e11000&hospId==c15ed5e1-28fc-4183-8e9c-24b60ae4ba4100,眼底科
527,30934,王红,眼科特需门诊部,眼科特需部,北京,东城区,首都医科大学附属北京同仁医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=7749a5e8-3cb5-4542-98a7-8f99e12e32ed000&hospDeptId=00cecfd7-d73b-47ce-bf6e-d5873b4eb090000&hospId==c15ed5e1-28fc-4183-8e9c-24b60ae4ba4100,眼科特需部
528,30964,脊柱外科2门诊,脊柱外科,脊柱外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=3706ed6f-4ea0-4ef2-8abd-7c9754b374d2000&hospDeptId=37bae5f8-b1f4-4c5d-88f1-7a8532fc088e000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,脊柱外科
529,30966,普通门诊,儿童哮喘门诊,儿童哮喘科,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=accb1421-399c-4da8-9c54-9a74ecac35ab000&hospDeptId=62da0004-9988-4306-a85a-23ff185f3938000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,儿童哮喘科
530,31020,商宪敏,中医科,中医科,北京,朝阳区,固生堂北京中海中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=0720c400-bef6-487d-9336-c1f2eaf643a3000&hospDeptId=744628ac-b73b-4b0b-b2c2-de3dfa2f3dc0000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,中医科
531,31045,宋佩华,皮肤病与性病科门诊,皮肤病与性病科,北京,朝阳区,中日友好医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=94fa98d9-c720-11e1-913c-5cf9dd2e7135000&hospDeptId=980977d4-c720-11e1-913c-5cf9dd2e7135000&hospId==986be850-c720-11e1-913c-5cf9dd2e713500,皮肤病与性病科
532,31119,释涤凡,呼吸科专家,呼吸科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=0a91696f-d426-4ca7-bcaf-e972d0b90e45000&hospDeptId=17757c16-2e60-423c-a174-82100c84ba47000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,呼吸科
533,31157,产科普通号,妇产科,妇产科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=80d57759-3950-4321-b57c-241600987b83000&hospDeptId=f6864045-0b1b-4df0-9b4c-06ae4e152dfe000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,妇产科
534,31168,吴继功,骨科,骨科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=c3555b0d-e918-49d9-99f1-24359855412d000&hospDeptId=fdebecab-8094-4ec0-8d3e-edbf156e2dc2000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,骨科
535,31258,周军,眼外伤,眼外伤科,北京,东城区,首都医科大学附属北京同仁医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=26027e86-553c-4c18-9407-535a6d0f9565000&hospDeptId=a075e0ac-79be-406a-9aa7-aecd332de550000&hospId==c15ed5e1-28fc-4183-8e9c-24b60ae4ba4100,眼外伤科
536,31298,王鑫,泌尿外科,泌尿外科,北京,西城区,北京星宜诊所,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=0033f3ba-675c-4a32-91f0-2b7594f61fd9000&hospDeptId=fc0aea40-a130-4116-bdaf-ea179c30869c000&hospId==7e189dac-7fda-4f2b-86d0-50fa089566d000,泌尿外科
537,31406,孙建霞,超声医学科,超声医学科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=90690514-181d-4acf-bed1-1b0cab0f58db000&hospDeptId=00f75901-3ef4-4cc6-8fa8-ae8fcb689abc000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,超声医学科
538,31510,韩雅蕾,心血管内科门诊,心血管内科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=2754f14f-405d-4011-b7da-765619a9f242000&hospDeptId=0015ebd2-4261-4441-afe9-358232d092b8000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,心血管内科
539,31625,宋天彬,中医科,中医科,北京,东城区,北京同仁堂王府井中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=e29f45e6-6227-44bd-b902-c8acccc66179000&hospDeptId=6047c3c0-110c-43ae-a502-1fe56b259704000&hospId==404b4b69-0f38-4b9b-8a6d-9edfb42a5d2100,中医科
540,31778,闫新欣,老年肿瘤及肿瘤康复门诊,肿瘤康复科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=cba6db80-3869-4758-9684-0b68f37b911a000&hospDeptId=f81e7e5f-c58a-4960-b679-6f24e0815173000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,肿瘤康复科
541,31926,陆野燕,妇产科,妇产科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=b1a82cee-fb81-4534-84b8-3eac3a105702000&hospDeptId=f6864045-0b1b-4df0-9b4c-06ae4e152dfe000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,妇产科
542,31980,金昌国,肝胆外科门诊,肝胆外科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=623b6b5a-2979-4acd-b712-67bca4a636b6000&hospDeptId=2f7d43d5-fd53-47ca-a670-8b5f5b02741d000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,肝胆外科
543,32073,陈少君,皮肤科门诊,皮肤科,北京,海淀区,中国中医科学院西苑医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=39e37b64-a4ad-4ad2-a96d-30624ac93e6a000&hospDeptId=3b07a3f3-7a1e-4c02-bf26-303b270df6eb000&hospId==fea059e5-6119-4f76-9012-dbd926ea9c7300,皮肤科
544,32112,张琳,脑病专家,脑病科,北京,顺义区,北京中医医院顺义医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=c4e4c71c-0dd4-44b6-9177-401a29841809000&hospDeptId=5b2a583b-113f-4fd8-9ebb-30fa9a42ccba000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,脑病科
545,32119,崔志刚,泌尿外科,泌尿外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=ef9e8273-caff-4102-841b-1623e89b6a0c000&hospDeptId=ec14726a-71da-469d-ae5d-e8c381fede96000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,泌尿外科
546,32168,刘海蔚,儿科,儿科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=bf28c365-8faf-4f36-b79f-67df1ae55f14000&hospDeptId=8e11a4e5-cdf2-4f42-9226-24bde8828f91000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,儿科
547,32421,普通号,眼科,眼科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=33e4e40e-b462-41d1-91a3-a30f159104a9000&hospDeptId=1b960938-89f3-4ed4-bd24-6e0c85c88422000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,眼科
548,32453,吕大谷,中医中西医结合科,中西医结合科,北京,西城区,北京大学第一医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=97ac2d7d-c720-11e1-913c-5cf9dd2e7135000&hospDeptId=823e77e7-8d63-41c7-8296-4c434cbb9b6d000&hospId==384b93f5-e9f8-448e-8635-56ffea47f66100,中西医结合科
549,32478,妇科门诊普通号,妇科门诊,妇科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=be19b89d-520b-4711-8062-c38b3d2958fc000&hospDeptId=56ba9b11-8f31-4fdd-b31e-c1900f1e1838000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,妇科
550,32479,梁锦前,骨科,骨科,北京,东城区,北京协和医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=9650bede-c720-11e1-913c-5cf9dd2e7135000&hospDeptId=f8d285a0-980c-42e4-b2cc-62159a5c2ca2000&hospId==17634310-b567-4d21-8a02-20dc15e90da500,骨科
551,32518,张诗琳,普通外科,普通外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=e2b27e78-a462-449a-bb9c-7cb122aa3d14000&hospDeptId=5400a73d-7728-40ca-8682-e1927692dcaa000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,普通外科
552,32558,侯海军,超声科,超声科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=a61bd242-2f0a-466f-8c67-ae961e28dfeb000&hospDeptId=7c3a65ef-5b10-4a71-9ffe-d0f8ee89d7a7000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,超声科
553,32678,杨鹤鸣,普通外科,普通外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=36a3e524-1136-417e-93ff-09048255029a000&hospDeptId=5400a73d-7728-40ca-8682-e1927692dcaa000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,普通外科
554,32724,普通门诊,超声科,超声科,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=45c7b8a9-db1f-4e18-9b42-84542ee69194000&hospDeptId=7c3a65ef-5b10-4a71-9ffe-d0f8ee89d7a7000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,超声科
555,32727,李玉芳,内分泌科门诊,内分泌科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=ae668d06-1377-4f54-8c8a-3cf09d296633000&hospDeptId=9372fe0e-bd1f-4aba-9bf8-332ed2025b31000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,内分泌科
556,32751,李伟凡,皮科门诊,皮科,北京,东城区,北京中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=c5da6765-d5aa-4e9d-b755-0193e8e0e5f4000&hospDeptId=1e3426e9-6dcd-4c1e-961c-347197d614e5000&hospId==f6ce7549-8943-4876-a210-2e9ef90496d300,皮科
557,32759,陈波,超声科,超声科,北京,西城区,微医全科（北京西单）中心,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=df4dc019-c02a-4ed5-a7e6-3ed50b7bbd54000&hospDeptId=b2c19d6d-e719-4456-a934-f96b5f725962000&hospId==6da91a0d-c27a-4815-9ef8-d527695d959000,超声科
558,32760,王群,神经内科门诊,神经内科,北京,丰台区,首都医科大学附属北京天坛医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=378a217a-56bb-495c-840c-0d01ec37e8a2000&hospDeptId=4caa2894-a92c-4c27-ac42-66efe6533a37000&hospId==3c6a981b-fe49-4851-90b5-5dc0978a152900,神经内科
559,32782,张伟,呼吸科专家,呼吸科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=8658e1bf-e17b-48bc-9314-c2c73833a603000&hospDeptId=17757c16-2e60-423c-a174-82100c84ba47000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,呼吸科
560,33143,刘玉梅,脑病专家,脑病科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=71b13054-c969-48c4-96ed-d18c9be12cdf000&hospDeptId=5b2a583b-113f-4fd8-9ebb-30fa9a42ccba000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,脑病科
561,33268,闫爱霞,新生儿门诊,新生儿科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=9de236d7-684e-44fe-ba89-cfdb0b77ab18000&hospDeptId=dec15f36-8315-462d-95ea-fd9109f656f6000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,新生儿科
562,33312,孟晓落,神经内科,神经内科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=98774527-2c64-403f-8454-fd6a01a35790000&hospDeptId=835141e8-3ad5-45af-88b1-71dec6b41ce5000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,神经内科
563,33405,赵秀军,针灸科,针灸科,北京,朝阳区,固生堂北京中海中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=15fc35fe-6101-4929-861c-11db6344b151000&hospDeptId=c241d489-625a-49e0-b6cb-122d183ca653000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,针灸科
564,33521,马羽，张冷,运动障碍疾病联合门诊,运动障碍疾病科,北京,石景山区,清华大学玉泉医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=4ee66eb5-c84e-4be6-80a9-4766fa05a405000&hospDeptId=edb7653b-bce4-4a7d-8cae-31bf5142b930000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,运动障碍疾病科
565,33844,杨静,生殖中心,生殖科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=77168a9b-1091-4ba3-b067-71be500383b2000&hospDeptId=471c0618-4eb9-413b-861d-3ef4da859d2c000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,生殖科
566,33876,陈洁,口腔科,口腔科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=9ac935c8-93c4-423a-baae-b1c758c71c81000&hospDeptId=bc9244a9-f3f4-4b00-b78e-f7be0e85bf1a000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,口腔科
567,34172,张大宁,中医肿瘤门诊,中医肿瘤科,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=fba4561c-e1d1-4f9c-a43d-3f450f68cfc4000&hospDeptId=0c1e1d73-11ff-424a-9d71-fcdb847d7291000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,中医肿瘤科
568,34188,中医骨伤门诊,中医骨伤科,中医骨伤科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=6b4b93b8-23b3-4309-b323-54742e8d6c14000&hospDeptId=89236a8d-9480-480d-928f-d994c0862804000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,中医骨伤科
569,34219,杨顶权,脱发皮肤科,脱发皮肤科,北京,朝阳区,中日友好医院西区,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=305b4e5b-a965-4a97-95d1-e4532c781c6f000&hospDeptId=09b03dee-1bf3-4872-aa80-8ffc716b3427000&hospId==519d88fe-eb36-4ac8-a99d-1aae131893b200,脱发皮肤科
570,34335,顾洪斌,血管外科,血管外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=4295d20c-27f6-4905-99cd-dc285d3708c8000&hospDeptId=730b251b-9750-4c36-b4f0-cd845a559bf0000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,血管外科
571,34354,高原,心血管科专家,心血管科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=2856709f-2652-410f-88a1-eb469438d865000&hospDeptId=b5a1ee7e-47a6-41b8-8db3-e1395f3c3004000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,心血管科
572,34598,马华松,脊柱外科,脊柱外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=f00c26b7-b541-4d3d-b569-c8c61e1bc68b000&hospDeptId=37bae5f8-b1f4-4c5d-88f1-7a8532fc088e000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,脊柱外科
573,34735,史洁,神经外科门诊,神经外科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=6de07484-8052-4863-8921-733317310914000&hospDeptId=db6b0785-7147-4cf2-940d-2a672baf8cba000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,神经外科
574,34889,普通门诊,康复医学科门诊,康复医学科,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=41765474-25d6-40d5-9f54-d6ce3a6c15b0000&hospDeptId=4af6af6a-d0fb-4d72-949b-0f50f30e8263000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,康复医学科
575,34944,顾征,神经外科,神经外科,北京,朝阳区,首都医科大学附属北京朝阳医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=97a83785-c720-11e1-913c-5cf9dd2e7135000&hospDeptId=496d8174-249e-4483-bf87-93b8e96eb2c9000&hospId==34250b55-2a8b-474a-95e9-48150516d7a500,神经外科
576,34977,庞少军,疝专科门诊,疝病科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=580ddd02-5164-470b-b1b1-b6612c439cde000&hospDeptId=17725a39-e437-4df5-876c-671b04c62ab3000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,疝病科
577,34983,解志葆,中医科,中医科,北京,朝阳区,固生堂北京中海中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=61579272-f6a0-4e5f-af0c-3585cf574ee0000&hospDeptId=744628ac-b73b-4b0b-b2c2-de3dfa2f3dc0000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,中医科
578,35019,季素珍,皮肤、性病科,皮肤科,北京,西城区,北京大学第一医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=5f4cb7ea-6060-4774-a0c3-601b183f9866000&hospDeptId=7438d6b5-06dd-4a89-8900-4165eee1fe0a000&hospId==384b93f5-e9f8-448e-8635-56ffea47f66100,皮肤科
579,35051,王玉明,风湿免疫科,风湿免疫科,北京,东城区,北京中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=95230c63-2a52-427e-ab8a-ccd809b65b45000&hospDeptId=91dddafc-6334-44fa-9534-de2aef51be9f000&hospId==f6ce7549-8943-4876-a210-2e9ef90496d300,风湿免疫科
580,35073,周珩,外科专家,外科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=fdba2bc2-fd36-438f-a175-13ecb12689ec000&hospDeptId=bb17a185-5b26-4b23-b8bf-c9453139708b000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,外科
581,35178,闵宝权,精神科,精神科,北京,西城区,首都医科大学宣武医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=97a117b1-c720-11e1-913c-5cf9dd2e7135000&hospDeptId=24a9380f-b6ec-4859-8080-706e587afd1f000&hospId==8a00b552-c796-4b03-b648-5db02e64f1ef00,精神科
582,35201,葛凤麟,葛氏捏筋拍打疗法门诊,葛氏捏筋拍打疗法,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=3afd0d0e-9798-4a5b-a2ef-17284f3d8a9e000&hospDeptId=5d7f6e52-5b57-4c72-be76-dab142445f57000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,葛氏捏筋拍打疗法
